url,operation,clickCount
"http://stackoverflow.com/questions/1005073/initialization-of-an-arraylist-in-one-line
",scroll_down,1121
"http://stackoverflow.com/questions/1053467/how-do-i-save-a-string-to-a-text-file-using-java
",scroll_down,957
"http://stackoverflow.com/questions/10556369/mouselistener-in-canvas-not-working
",scroll_down,1698
"http://stackoverflow.com/questions/10558343/converting-a-infix-expression-into-a-postfix-expression-invalid-space-insertio
",scroll_down,755
"http://stackoverflow.com/questions/10638549/3-way-mergesort
",scroll_down,11798
"http://stackoverflow.com/questions/10638549/3-way-mergesort
",scroll_up,8097
"http://stackoverflow.com/questions/10667884/3-partition-mergesort
",scroll_down,2499
"http://stackoverflow.com/questions/10667884/3-partition-mergesort
",scroll_up,859
"http://stackoverflow.com/questions/10667884/3-partition-mergesort?rq=1
",scroll_down,577
"http://stackoverflow.com/questions/10674676/mergesorting-3-sub-arrays-at-once?rq=1
",scroll_down,2547
"http://stackoverflow.com/questions/10674676/mergesorting-3-sub-arrays-at-once?rq=1
",scroll_up,1822
"http://stackoverflow.com/questions/10675064/find-duplicates-of-a-vector-and-delete-preserving-the-order-of-parallel-vectors
",scroll_down,1993
"http://stackoverflow.com/questions/10675064/find-duplicates-of-a-vector-and-delete-preserving-the-order-of-parallel-vectors
",scroll_up,1151
"http://stackoverflow.com/questions/10727601/is-calling-super-constructor-should-be-the-very-first-line-of-the-constructor
",scroll_down,930
"http://stackoverflow.com/questions/10839131/implements-vs-extends-when-to-use-whats-the-difference
",scroll_down,511
"http://stackoverflow.com/questions/10852897/repaint-method-in-java
",scroll_down,537
"http://stackoverflow.com/questions/1168345/why-does-this-and-super-have-to-be-the-first-statement-in-a-constructor
",scroll_down,901
"http://stackoverflow.com/questions/1197634/java-error-implicit-super-constructor-is-undefined-for-default-constructor
",scroll_down,757
"http://stackoverflow.com/questions/1200621/declare-array-in-java
",scroll_down,507
"http://stackoverflow.com/questions/12056220/arraylist-input-java
",scroll_down,1430
"http://stackoverflow.com/questions/12201439/is-there-a-difference-between-the-r-functions-fitted-and-predict
",scroll_down,522
"http://stackoverflow.com/questions/12617021/measure-size-length-of-singly-linked-list-in-java
",scroll_down,880
"http://stackoverflow.com/questions/12678781/reversing-an-array-in-java
",scroll_down,519
"http://stackoverflow.com/questions/12683333/if-else-condition-within-a-jbutton-actionevent
",scroll_down,518
"http://stackoverflow.com/questions/12695226/get-method-in-a-implemented-linked-list-java
",scroll_down,782
"http://stackoverflow.com/questions/12838346/possible-exception-if-user-enters-string-instead-of-int
",scroll_down,578
"http://stackoverflow.com/questions/12887666/method-to-reverse-a-string-using-recursion
",scroll_down,2104
"http://stackoverflow.com/questions/12966595/java-tostring-is-returning-null-from-class
",scroll_down,524
"http://stackoverflow.com/questions/13023716/need-to-take-input-to-array-until-user-enters-0-java
",scroll_down,1527
"http://stackoverflow.com/questions/1320745/abstract-class-in-java
",scroll_down,730
"http://stackoverflow.com/questions/13216148/java-what-throws-an-ioexception
",scroll_down,1535
"http://stackoverflow.com/questions/13262333/inserting-node-into-middle-of-linked-list-and-accidentally-inserting-null-node
",scroll_down,608
"http://stackoverflow.com/questions/13588360/how-to-run-two-frames-at-the-same-time-in-java
",scroll_down,551
"http://stackoverflow.com/questions/13751877/java-arraylist-merge-sort
",scroll_down,644
"http://stackoverflow.com/questions/13794295/java-access-private-instance-variables
",scroll_down,592
"http://stackoverflow.com/questions/13959337/tostring-method-call-in-java
",scroll_down,507
"http://stackoverflow.com/questions/14346080/check-multiple-or-operators-in-if-statement
",scroll_down,781
"http://stackoverflow.com/questions/14444717/append-a-single-character-to-a-string-or-char-array-in-java
",scroll_down,587
"http://stackoverflow.com/questions/14475556/how-to-sort-arraylist-of-objects
",scroll_down,652
"http://stackoverflow.com/questions/14518195/how-can-i-add-new-item-to-the-string-array
",scroll_down,691
"http://stackoverflow.com/questions/14659838/what-is-in-next-doing
",scroll_down,1237
"http://stackoverflow.com/questions/15141678/what-does-a-diamond-sign-signify-in-uml-class-diagrams
",scroll_down,756
"http://stackoverflow.com/questions/15283009/how-do-i-add-objects-into-a-linked-list
",scroll_down,739
"http://stackoverflow.com/questions/15289995/how-to-get-help-in-r
",scroll_down,1140
"http://stackoverflow.com/questions/153724/how-to-round-a-number-to-n-decimal-places-in-java
",scroll_down,776
"http://stackoverflow.com/questions/15544549/how-does-paintcomponent-work
",scroll_down,591
"http://stackoverflow.com/questions/15602235/overriding-paintcomponent
",scroll_down,504
"http://stackoverflow.com/questions/15689097/how-do-you-recursively-count-the-number-of-negative-numbers-in-an-array-java
",scroll_down,3774
"http://stackoverflow.com/questions/15689097/how-do-you-recursively-count-the-number-of-negative-numbers-in-an-array-java
",scroll_up,863
"http://stackoverflow.com/questions/15698239/java-invalid-method-declaration-return-type-required
",scroll_down,882
"http://stackoverflow.com/questions/15698239/java-invalid-method-declaration-return-type-required
",scroll_up,710
"http://stackoverflow.com/questions/15754523/how-to-write-text-file-java
",scroll_down,1893
"http://stackoverflow.com/questions/15754523/how-to-write-text-file-java
",scroll_up,881
"http://stackoverflow.com/questions/15776549/create-rectangle-with-mouse-drag-not-draw
",scroll_down,571
"http://stackoverflow.com/questions/15776644/java-how-do-i-initialize-an-array-size-if-its-unknown
",scroll_down,751
"http://stackoverflow.com/questions/15868959/returning-a-string-with-tostring-java
",scroll_down,557
"http://stackoverflow.com/questions/15870608/creating-a-draw-rectangle-filled-with-black-color-function-in-java-for-a-grid
",scroll_down,692
"http://stackoverflow.com/questions/15899699/add-an-element-to-int-array-in-java
",scroll_down,561
"http://stackoverflow.com/questions/15963549/arraylist-swap-elements
",scroll_down,1636
"http://stackoverflow.com/questions/15963549/arraylist-swap-elements
",scroll_up,553
"http://stackoverflow.com/questions/15996568/i-vs-i-as-operation-no-loop
",scroll_down,812
"http://stackoverflow.com/questions/16035407/addmouselistener-to-the-canvas-in-rubber-banding
",scroll_down,1135
"http://stackoverflow.com/questions/16126563/how-to-use-the-comparator-interface
",scroll_down,1115
"http://stackoverflow.com/questions/16135726/java-how-to-read-from-file-when-i-used-printwriter-bufferedwriter-and-filewri
",scroll_down,749
"http://stackoverflow.com/questions/16311708/implement-color-change-using-action-listener
",scroll_down,803
"http://stackoverflow.com/questions/16389705/calling-an-method-from-another-class-to-an-action-listener-in-another-class
",scroll_down,531
"http://stackoverflow.com/questions/1643067/whats-the-difference-between-equals-and
",scroll_down,1251
"http://stackoverflow.com/questions/16787768/java-gridbaglayout-adjusting
",scroll_down,1213
"http://stackoverflow.com/questions/1735550/find-the-minimum-number-in-an-array-with-recursion
",scroll_down,1111
"http://stackoverflow.com/questions/17432142/plot-the-observed-and-fitted-values-from-a-linear-regression-using-xyplot-from
",scroll_down,512
"http://stackoverflow.com/questions/17691162/how-to-read-strings-from-scanner-in-console-application-java
",scroll_down,736
"http://stackoverflow.com/questions/17768250/plotting-aggregate-data-with-ggplot
",scroll_down,657
"http://stackoverflow.com/questions/17799457/how-do-i-access-paintcomponent-from-another-class-in-java
",scroll_down,577
"http://stackoverflow.com/questions/18305516/wants-to-get-selected-index-fron-a-jlist-but-returns-1
",scroll_down,535
"http://stackoverflow.com/questions/18581989/c-accessing-elements-of-an-object-stored-in-a-vector
",scroll_down,551
"http://stackoverflow.com/questions/18678919/delete-duplicates-in-vector-of-data-structure
",scroll_down,2316
"http://stackoverflow.com/questions/18678919/delete-duplicates-in-vector-of-data-structure
",scroll_up,1015
"http://stackoverflow.com/questions/18688033/get-element-from-an-index-in-a-linked-list
",scroll_down,773
"http://stackoverflow.com/questions/18690502/merge-sort-comparisons
",scroll_down,1225
"http://stackoverflow.com/questions/18690502/merge-sort-comparisons
",scroll_up,785
"http://stackoverflow.com/questions/18863882/how-to-put-java-string-to-array
",scroll_down,553
"http://stackoverflow.com/questions/19032023/infix-to-postfix-not-working-as-expected
",scroll_down,571
"http://stackoverflow.com/questions/19209411/how-to-read-and-add-only-numbers-to-array-from-a-text-file/19209458#19209458
",scroll_down,717
"http://stackoverflow.com/questions/19223366/moving-selected-data-between-two-jlist
",scroll_down,989
"http://stackoverflow.com/questions/19239669/try-to-get-the-sum-of-even-numbers-in-an-array-using-recursion
",scroll_down,986
"http://stackoverflow.com/questions/19289662/how-do-i-get-a-switch-statement-to-loop-back-into-a-menu
",scroll_down,615
"http://stackoverflow.com/questions/19336608/what-does-null-mean
",scroll_down,535
"http://stackoverflow.com/questions/19340282/storing-user-input-to-an-array-java
",scroll_down,916
"http://stackoverflow.com/questions/1938101/how-to-initialize-an-array-in-java
",scroll_down,641
"http://stackoverflow.com/questions/194397/how-can-i-obfuscateprotect-javascript
",scroll_down,606
"http://stackoverflow.com/questions/19508105/storing-multiple-user-inputs-into-an-integer-array
",scroll_down,586
"http://stackoverflow.com/questions/19592846/how-to-check-if-a-string-contain-any-of-operator-in-java
",scroll_down,1391
"http://stackoverflow.com/questions/19592846/how-to-check-if-a-string-contain-any-of-operator-in-java
",scroll_up,819
"http://stackoverflow.com/questions/19614409/how-to-know-if-two-string-are-equalsuppercase-and-lowercase-java
",scroll_down,903
"http://stackoverflow.com/questions/19616972/how-to-add-an-object-to-arraylist-in-java
",scroll_down,771
"http://stackoverflow.com/questions/19749398/how-to-randomly-display-images-from-arraylistinteger
",scroll_down,539
"http://stackoverflow.com/questions/19782532/how-to-call-a-method-from-a-different-class-in-a-java-project
",scroll_down,1254
"http://stackoverflow.com/questions/19850171/r-language-test-normally-distributed
",scroll_down,600
"http://stackoverflow.com/questions/19937629/sorting-an-arraylist-into-object-type-and-then-alphabetically
",scroll_down,2623
"http://stackoverflow.com/questions/19937629/sorting-an-arraylist-into-object-type-and-then-alphabetically
",scroll_up,959
"http://stackoverflow.com/questions/19952965/implementing-gui-for-showroom-of-vehicles
",scroll_down,1227
"http://stackoverflow.com/questions/201287/how-do-i-get-which-jradiobutton-is-selected-from-a-buttongroup
",scroll_down,643
"http://stackoverflow.com/questions/20198279/constructor-call-must-be-the-first-statement-in-a-constructor
",scroll_down,978
"http://stackoverflow.com/questions/20298496/java-linked-list-search-method
",scroll_down,1781
"http://stackoverflow.com/questions/20799131/how-can-i-check-that-jbutton-is-pressed-if-the-isenable-is-not-work
",scroll_down,818
"http://stackoverflow.com/questions/20889270/what-is-the-purpose-of-the-recursive-partition-function-in-the-merge-sort-algori
",scroll_down,634
"http://stackoverflow.com/questions/21100551/how-does-a-recursive-function-to-find-the-minimum-element-of-an-array-work
",scroll_down,1220
"http://stackoverflow.com/questions/21100551/how-does-a-recursive-function-to-find-the-minimum-element-of-an-array-work
",scroll_up,665
"http://stackoverflow.com/questions/2190161/difference-between-java-lang-runtimeexception-and-java-lang-exception
",scroll_down,757
"http://stackoverflow.com/questions/22086128/counting-all-the-nodes-in-a-linked-list
",scroll_down,535
"http://stackoverflow.com/questions/22089205/nullpointer-error-from-my-classes
",scroll_down,5839
"http://stackoverflow.com/questions/22089205/nullpointer-error-from-my-classes
",scroll_up,2438
"http://stackoverflow.com/questions/22314009/how-to-sort-arraylist-using-comparator
",scroll_down,851
"http://stackoverflow.com/questions/22639797/recursive-helper-method
",scroll_down,728
"http://stackoverflow.com/questions/22695507/counting-the-even-numbers-in-an-array-of-integers-using-recursion
",scroll_down,954
"http://stackoverflow.com/questions/23085096/type-parameter-of-the-predict-function
",scroll_down,1169
"http://stackoverflow.com/questions/23106077/recursive-method-to-add-odd-numbers
",scroll_down,1114
"http://stackoverflow.com/questions/23357605/how-to-transfer-selected-objects-from-one-jlist-to-another-jlist-in-swing
",scroll_down,641
"http://stackoverflow.com/questions/23395513/implicit-super-constructor-person-is-undefined-must-explicitly-invoke-another
",scroll_down,686
"http://stackoverflow.com/questions/2368553/creating-and-accessing-an-array-in-mips
",scroll_down,804
"http://stackoverflow.com/questions/237104/array-containsobj-in-javascript
",scroll_down,828
"http://stackoverflow.com/questions/23777556/find-greatest-of-two-arrays-storing-result-in-a-third-array/23778244#23778244
",scroll_down,926
"http://stackoverflow.com/questions/2379221/java-currency-number-format
",scroll_down,971
"http://stackoverflow.com/questions/24076527/correlation-error-x-must-be-numeric
",scroll_down,545
"http://stackoverflow.com/questions/24090152/calling-paintcomponent-from-another-class-nullpointerexception
",scroll_down,518
"http://stackoverflow.com/questions/25530382/the-constructor-is-not-visible-error
",scroll_down,664
"http://stackoverflow.com/questions/2571049/how-to-sort-in-place-using-the-merge-sort-algorithm
",scroll_down,711
"http://stackoverflow.com/questions/25851894/what-does-getcontentpane-do-exactly
",scroll_down,1007
"http://stackoverflow.com/questions/26048995/formatting-tostring-java
",scroll_down,944
"http://stackoverflow.com/questions/26129861/merge-sort-on-an-arraylist
",scroll_down,513
"http://stackoverflow.com/questions/26353415/how-to-find-out-the-odd-integers-in-an-array-using-a-recursive-method
",scroll_down,2057
"http://stackoverflow.com/questions/26353415/how-to-find-out-the-odd-integers-in-an-array-using-a-recursive-method
",scroll_up,662
"http://stackoverflow.com/questions/26414923/r-how-subset-lines-of-data-based-on-column-values-in-a-data-frame
",scroll_down,608
"http://stackoverflow.com/questions/2642589/how-does-a-arraylists-contains-method-evaluate-objects
",scroll_down,567
"http://stackoverflow.com/questions/26448155/invoking-a-tostring-method-from-another-class
",scroll_down,801
"http://stackoverflow.com/questions/26491801/how-can-i-have-tostring-return-a-multi-line-string
",scroll_down,651
"http://stackoverflow.com/questions/26634819/boxlayout-cant-be-shared
",scroll_down,559
"http://stackoverflow.com/questions/26638620/java-add-rectangles-to-arraylist-and-then-draw-them
",scroll_down,1325
"http://stackoverflow.com/questions/2668718/java-mouselistener
",scroll_down,581
"http://stackoverflow.com/questions/26699089/infix-to-postfix-using-stacks-java
",scroll_down,1064
"http://stackoverflow.com/questions/26699089/infix-to-postfix-using-stacks-java
",scroll_up,507
"http://stackoverflow.com/questions/27325974/recursive-algorithm-for-the-sum-of-odd-number-positive-integers
",scroll_down,707
"http://stackoverflow.com/questions/2742198/java-operator-precedence-comparison
",scroll_down,1046
"http://stackoverflow.com/questions/27705475/how-to-check-if-user-defined-input-is-unique-in-a-vector-of-an-object-type
",scroll_down,2130
"http://stackoverflow.com/questions/27705475/how-to-check-if-user-defined-input-is-unique-in-a-vector-of-an-object-type
",scroll_up,1002
"http://stackoverflow.com/questions/27818152/excel-vba-how-to-detect-if-something-was-pasted-in-a-worksheet
",scroll_down,513
"http://stackoverflow.com/questions/2783306/base-case-in-a-recursive-method
",scroll_down,1186
"http://stackoverflow.com/questions/2784514/sort-arraylist-of-custom-objects-by-property
",scroll_down,2012
"http://stackoverflow.com/questions/2802775/basic-recursive-method-factorial
",scroll_down,1187
"http://stackoverflow.com/questions/28736404/java-radio-button
",scroll_down,563
"http://stackoverflow.com/questions/28851116/how-to-turn-main-method-class-to-junit-test-class
",scroll_down,1351
"http://stackoverflow.com/questions/28923316/trying-to-create-and-print-elements-from-an-array-in-mips
",scroll_down,553
"http://stackoverflow.com/questions/28962152/shapiro-test-is-numeric-x-is-not-true
",scroll_down,731
"http://stackoverflow.com/questions/2901720/java-detect-clicked-buttons
",scroll_down,806
"http://stackoverflow.com/questions/29414800/merge-sort-in-arraylist-in-java
",scroll_down,1265
"http://stackoverflow.com/questions/29436091/recursive-merge-sort
",scroll_down,610
"http://stackoverflow.com/questions/29436091/recursive-merge-sort
",scroll_up,545
"http://stackoverflow.com/questions/29462921/reading-from-a-text-file-and-attempting-to-use-printwriter-to-write-to-another-r
",scroll_down,748
"http://stackoverflow.com/questions/2955043/predicate-in-java
",scroll_down,995
"http://stackoverflow.com/questions/3013474/how-shall-i-declare-iterator
",scroll_down,842
"http://stackoverflow.com/questions/3204610/how-to-check-whether-an-element-already-exists-in-the-array
",scroll_down,854
"http://stackoverflow.com/questions/32646007/how-to-return-an-abstract-type
",scroll_down,2370
"http://stackoverflow.com/questions/32646007/how-to-return-an-abstract-type
",scroll_up,972
"http://stackoverflow.com/questions/33698124/how-to-reverse-a-certain-number-of-objects-in-a-linked-list
",scroll_down,1065
"http://stackoverflow.com/questions/33698124/how-to-reverse-a-certain-number-of-objects-in-a-linked-list
",scroll_up,703
"http://stackoverflow.com/questions/3604407/java-check-for-selection-on-jlist
",scroll_down,652
"http://stackoverflow.com/questions/3615721/how-to-use-the-tostring-method-in-java
",scroll_down,1257
"http://stackoverflow.com/questions/3728062/what-is-the-meaning-of-this-in-java
",scroll_down,703
"http://stackoverflow.com/questions/3982550/creating-an-arraylist-of-objects
",scroll_down,908
"http://stackoverflow.com/questions/4008223/print-in-new-line-java
",scroll_down,835
"http://stackoverflow.com/questions/4064633/string-comparison-in-java
",scroll_down,1358
"http://stackoverflow.com/questions/4262669/refresh-jlist-in-a-jframe
",scroll_down,792
"http://stackoverflow.com/questions/4262669/refresh-jlist-in-a-jframe
",scroll_up,675
"http://stackoverflow.com/questions/4313457/java-arraylist-index
",scroll_down,739
"http://stackoverflow.com/questions/4389480/print-array-without-brackets-and-commas
",scroll_down,521
"http://stackoverflow.com/questions/4441099/how-do-you-count-the-elements-of-an-array-in-java
",scroll_down,519
"http://stackoverflow.com/questions/447898/what-is-object-serialization
",scroll_down,1283
"http://stackoverflow.com/questions/4605206/drop-columns-in-r-data-frame
",scroll_down,566
"http://stackoverflow.com/questions/47605/string-concatenation-concat-vs-operator
",scroll_down,554
"http://stackoverflow.com/questions/4886290/division-by-a-constant-using-shifts-and-adds-subtracts
",scroll_down,513
"http://stackoverflow.com/questions/4982296/why-is-this-sort-array-not-working
",scroll_down,622
"http://stackoverflow.com/questions/5033404/how-to-use-javas-decimalformat-for-smart-currency-formatting
",scroll_down,1215
"http://stackoverflow.com/questions/508374/what-are-vectors-and-how-are-they-used-in-programming
",scroll_down,701
"http://stackoverflow.com/questions/5208133/collections-vs-arrays-regarding-sort
",scroll_down,774
"http://stackoverflow.com/questions/5234117/how-to-drop-columns-by-name-in-a-data-frame
",scroll_down,836
"http://stackoverflow.com/questions/5236486/adding-items-to-end-of-linked-list
",scroll_down,853
"http://stackoverflow.com/questions/5287538/how-to-get-basic-user-input-for-java
",scroll_down,534
"http://stackoverflow.com/questions/5477241/swing-java-how-to-use-the-gettext-and-settext-string-properly
",scroll_down,684
"http://stackoverflow.com/questions/5488134/java-implicit-super-constructor-employee-is-undefined-must-explicitly-invoke
",scroll_down,1260
"http://stackoverflow.com/questions/5585779/converting-string-to-int-in-java
",scroll_down,1285
"http://stackoverflow.com/questions/5601232/finding-the-minimum-of-an-array-using-recursion
",scroll_down,2965
"http://stackoverflow.com/questions/5601232/finding-the-minimum-of-an-array-using-recursion
",scroll_up,962
"http://stackoverflow.com/questions/5609200/adding-an-actionlistener-to-a-jlist
",scroll_down,651
"http://stackoverflow.com/questions/5689830/converting-loops-java-beginner-question
",scroll_down,562
"http://stackoverflow.com/questions/5710394/round-double-to-two-decimal-places-in-java
",scroll_down,965
"http://stackoverflow.com/questions/5801734/how-to-draw-lines-in-java
",scroll_down,529
"http://stackoverflow.com/questions/5886417/using-merge-sort-on-arraylist-and-linkedlist-java
",scroll_down,1459
"http://stackoverflow.com/questions/5936261/how-to-add-action-listener-that-listens-to-multiple-buttons
",scroll_down,647
"http://stackoverflow.com/questions/5958169/how-to-merge-two-sorted-arrays-into-a-sorted-array
",scroll_down,846
"http://stackoverflow.com/questions/5958169/how-to-merge-two-sorted-arrays-into-a-sorted-array
",scroll_up,518
"http://stackoverflow.com/questions/5977800/splitting-an-array
",scroll_down,709
"http://stackoverflow.com/questions/6420820/printwriter-class-what-does-create-a-new-printwriter-without-automatic-line-fl
",scroll_down,541
"http://stackoverflow.com/questions/6576855/java-how-to-access-methods-from-another-class
",scroll_down,1017
"http://stackoverflow.com/questions/680541/quick-sort-vs-merge-sort
",scroll_down,886
"http://stackoverflow.com/questions/7032070/what-is-the-difference-between-arraylist-clear-and-arraylist-removeall
",scroll_down,713
"http://stackoverflow.com/questions/7034176/java-ui-trying-to-go-to-next-page-upon-clicking-button
",scroll_down,1386
"http://stackoverflow.com/questions/717725/understanding-recursion
",scroll_down,1089
"http://stackoverflow.com/questions/7310294/java-jlist-getselectedvalue-problem
",scroll_down,560
"http://stackoverflow.com/questions/7325779/calling-a-method-inside-another-method-in-same-class
",scroll_down,1399
"http://stackoverflow.com/questions/7342237/check-whether-number-is-even-or-odd
",scroll_down,1052
"http://stackoverflow.com/questions/7450815/postfix-evaluation-using-stacks
",scroll_down,577
"http://stackoverflow.com/questions/7467805/selection-sort-arraylists
",scroll_down,910
"http://stackoverflow.com/questions/7509978/how-can-i-find-out-which-button-was-clicked
",scroll_down,916
"http://stackoverflow.com/questions/7512999/how-to-check-jtextfield-text-to-string
",scroll_down,506
"http://stackoverflow.com/questions/7520432/java-vs-equals-confusion
",scroll_down,512
"http://stackoverflow.com/questions/7858752/in-java-how-do-you-add-a-jpanel-to-another-jpanel
",scroll_down,665
"http://stackoverflow.com/questions/787735/what-is-parse-parsing
",scroll_down,1971
"http://stackoverflow.com/questions/7894686/how-to-get-to-a-particular-element-in-a-list-in-java
",scroll_down,591
"http://stackoverflow.com/questions/7963194/access-private-variable-from-other-class-in-java
",scroll_down,887
"http://stackoverflow.com/questions/8176965/how-to-add-element-to-existing-jlist
",scroll_down,807
"http://stackoverflow.com/questions/8183426/factorial-using-recursion-in-java
",scroll_down,1924
"http://stackoverflow.com/questions/8183426/factorial-using-recursion-in-java
",scroll_up,694
"http://stackoverflow.com/questions/8250153/set-and-get-a-static-variable-from-two-different-classes-in-java
",scroll_down,784
"http://stackoverflow.com/questions/8520808/how-to-remove-specific-object-from-arraylist
",scroll_down,732
"http://stackoverflow.com/questions/859562/whats-the-best-way-to-recursively-reverse-a-string-in-java
",scroll_down,1257
"http://stackoverflow.com/questions/869033/how-do-i-copy-an-object-in-java
",scroll_down,536
"http://stackoverflow.com/questions/8719482/force-tostring-implementation-in-subclasses
",scroll_down,1016
"http://stackoverflow.com/questions/880753/how-to-draw-rectangle-on-java-applet-using-mouse-drag-event
",scroll_down,1660
"http://stackoverflow.com/questions/880753/how-to-draw-rectangle-on-java-applet-using-mouse-drag-event
",scroll_up,673
"http://stackoverflow.com/questions/8819842/best-way-to-format-a-double-value-to-2-decimal-places
",scroll_down,1611
"http://stackoverflow.com/questions/8819842/best-way-to-format-a-double-value-to-2-decimal-places
",scroll_up,569
"http://stackoverflow.com/questions/8821489/how-to-retrieve-an-object-inside-a-vector-in-c
",scroll_down,548
"http://stackoverflow.com/questions/8885428/java-linked-list-add-method
",scroll_down,578
"http://stackoverflow.com/questions/9089815/mousemotion-and-mousemotionlistener-not-working
",scroll_down,747
"http://stackoverflow.com/questions/9189926/java-percentage-to-show-decimals
",scroll_down,1365
"http://stackoverflow.com/questions/9355061/how-to-use-canvas-to-draw-multiple-rectangles-based-on-user-input
",scroll_down,1982
"http://stackoverflow.com/questions/9355061/how-to-use-canvas-to-draw-multiple-rectangles-based-on-user-input
",scroll_up,1891
"http://stackoverflow.com/questions/9457120/recursive-algorithm-to-find-smallest-element-in-array
",scroll_down,542
"http://stackoverflow.com/questions/9543044/merge-sort-tree-like-structure
",scroll_down,1545
"http://stackoverflow.com/questions/9707085/iterator-next-method
",scroll_down,712
"http://stackoverflow.com/questions/9723912/reversing-a-string-with-recursion-in-java
",scroll_down,1185
"http://stackoverflow.com/questions/9723912/reversing-a-string-with-recursion-in-java
",scroll_up,554
"http://stackoverflow.com/questions/983310/calling-a-method-from-another-method-in-the-same-class-in-c
",scroll_down,706
"http://stackoverflow.com/questions/9897496/i-need-to-parse-through-a-string-and-pull-out-information-to-input-into-a-databa
",scroll_down,708
"http://stackoverflow.com/search?q=3%20partition%20merge%20sort
",scroll_down,739
"http://stackoverflow.com/search?q=3%20partition%20merge%20sort&s=e982ea0a-53ab-42a4-b77c-672f6fc611c7
",scroll_down,789
"http://stackoverflow.com/search?q=3%20way%20merge%20sort
",scroll_down,858
"http://stackoverflow.com/search?q=counthowmany
",scroll_down,501
"http://stackoverflow.com/search?q=in.hasNextDouble&s=90acf078-237b-4274-b947-0dcf0d0745ff
",scroll_down,516
"http://stackoverflow.com/search?q=merge%20sort
",scroll_down,1477
"http://stackoverflow.com/search?q=overflow%20in%20MIPS
",scroll_down,812
"http://stackoverflow.com/search?q=protect&s=d2175405-eee5-40e2-8b96-00e7a65f747a
",scroll_down,533
"http://stackoverflow.com/search?q=Switch%20values%20in%20arraylist
",scroll_down,611
"http://stackoverflow.com/search?q=switch%20values%20in%20arraylist%20size%202
",scroll_down,563
"http://stackoverflow.com/search?q=toString+abstract+class
",scroll_down,1211
